shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
32-3-2,Улаштування покриття міжколії,100 м,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
32-3-2,Улаштування покриття міжколії,100 м,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.36,95.0,414.2,False
33-1-1,Установлення залізобетонних опор ЛЕП до 10 кВ,шт,матеріал,С214-m,Кабель / провід силовий,м,1.05,55,57.75,False
33-1-1,Установлення залізобетонних опор ЛЕП до 10 кВ,шт,матеріал,С215-m,Труба/короб/гофра,м,1.05,18,18.9,False
33-1-1,Установлення залізобетонних опор ЛЕП до 10 кВ,шт,матеріал,С216-m,Кріплення,компл,1.0,25,25.0,False
33-1-1,Установлення залізобетонних опор ЛЕП до 10 кВ,шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,1.695,95.0,161.03,False
33-1-2,Установлення залізобетонних опор ЛЕП 35 кВ,шт,матеріал,С214-m,Кабель / провід силовий,м,1.05,55,57.75,False
33-1-2,Установлення залізобетонних опор ЛЕП 35 кВ,шт,матеріал,С215-m,Труба/короб/гофра,м,1.05,18,18.9,False
33-1-2,Установлення залізобетонних опор ЛЕП 35 кВ,шт,матеріал,С216-m,Кріплення,компл,1.0,25,25.0,False
33-1-2,Установлення залізобетонних опор ЛЕП 35 кВ,шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,1.51,95.0,143.45,False
33-1-3,Установлення металевих опор ЛЕП,шт,матеріал,С214-m,Кабель / провід силовий,м,1.05,55,57.75,False
33-1-3,Установлення металевих опор ЛЕП,шт,матеріал,С215-m,Труба/короб/гофра,м,1.05,18,18.9,False
33-1-3,Установлення металевих опор ЛЕП,шт,матеріал,С216-m,Кріплення,компл,1.0,25,25.0,False
33-1-3,Установлення металевих опор ЛЕП,шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,1.693,95.0,160.84,False
33-1-4,Улаштування фундаментів під опори,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
33-1-4,Улаштування фундаментів під опори,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
33-1-4,Улаштування фундаментів під опори,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
33-1-4,Улаштування фундаментів під опори,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.276,95.0,406.22,False
33-2-1,Підвішування проводів ЛЕП до 10 кВ,км,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
33-2-1,Підвішування проводів ЛЕП до 10 кВ,км,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
33-2-1,Підвішування проводів ЛЕП до 10 кВ,км,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
33-2-1,Підвішування проводів ЛЕП до 10 кВ,км,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.468,95.0,424.46,False
33-2-2,Підвішування проводів ЛЕП 35 кВ і вище,км,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
33-2-2,Підвішування проводів ЛЕП 35 кВ і вище,км,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
33-2-2,Підвішування проводів ЛЕП 35 кВ і вище,км,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
33-2-2,Підвішування проводів ЛЕП 35 кВ і вище,км,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.231,95.0,401.94,False
33-2-3,Підвішування грозозахисного троса,км,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
33-2-3,Підвішування грозозахисного троса,км,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
33-2-3,Підвішування грозозахисного троса,км,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
33-2-3,Підвішування грозозахисного троса,км,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.399,95.0,417.91,False
33-3-1,Установлення ізоляторів,шт / компл,матеріал,С214-m,Кабель / провід силовий,м,1.05,55,57.75,False
33-3-1,Установлення ізоляторів,шт / компл,матеріал,С215-m,Труба/короб/гофра,м,1.05,18,18.9,False
33-3-1,Установлення ізоляторів,шт / компл,матеріал,С216-m,Кріплення,компл,1.0,25,25.0,False
33-3-1,Установлення ізоляторів,шт / компл,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,1.565,95.0,148.67,False
33-3-2,Установлення лінійної арматури,шт / компл,матеріал,С214-m,Кабель / провід силовий,м,1.05,55,57.75,False
33-3-2,Установлення лінійної арматури,шт / компл,матеріал,С215-m,Труба/короб/гофра,м,1.05,18,18.9,False
33-3-2,Установлення лінійної арматури,шт / компл,матеріал,С216-m,Кріплення,компл,1.0,25,25.0,False
33-3-2,Установлення лінійної арматури,шт / компл,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,1.711,95.0,162.55,False
33-3-3,Улаштування заземлення опор,шт / компл,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
33-3-3,Улаштування заземлення опор,шт / компл,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
33-3-3,Улаштування заземлення опор,шт / компл,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
33-3-3,Улаштування заземлення опор,шт / компл,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.759,95.0,357.11,False
34-1-1,Прокладання кабелів зв'язку в ґрунті,км,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,False
34-1-1,Прокладання кабелів зв'язку в ґрунті,км,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,False
34-1-1,Прокладання кабелів зв'язку в ґрунті,км,матеріал,С216-m,Кріплення,компл,100,25,2500,False
34-1-1,Прокладання кабелів зв'язку в ґрунті,км,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,130.683,95.0,12414.88,False
34-1-2,Прокладання кабелів зв'язку в каналізації,км,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,False
34-1-2,Прокладання кабелів зв'язку в каналізації,км,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,False
34-1-2,Прокладання кабелів зв'язку в каналізації,км,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,False
34-1-2,Прокладання кабелів зв'язку в каналізації,км,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,171.96,95.0,16336.2,False
34-1-3,Підвішування кабелів зв'язку на опорах,км,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
34-1-3,Підвішування кабелів зв'язку на опорах,км,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
34-1-3,Підвішування кабелів зв'язку на опорах,км,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
34-1-3,Підвішування кабелів зв'язку на опорах,км,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.26,95.0,404.7,False
34-2-1,Монтаж щогл і башт,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
34-2-1,Монтаж щогл і башт,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
34-2-1,Монтаж щогл і башт,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
34-2-1,Монтаж щогл і башт,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
34-2-1,Монтаж щогл і башт,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.999,95.0,1234.9,False
34-2-1,Монтаж щогл і башт,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
34-2-2,Монтаж антенних пристроїв,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
34-2-2,Монтаж антенних пристроїв,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
34-2-2,Монтаж антенних пристроїв,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
34-2-2,Монтаж антенних пристроїв,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
34-2-2,Монтаж антенних пристроїв,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.632,95.0,1200.04,False
34-2-2,Монтаж антенних пристроїв,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
34-2-3,Улаштування відтяжок і заземлення,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
34-2-3,Улаштування відтяжок і заземлення,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
34-2-3,Улаштування відтяжок і заземлення,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
34-2-3,Улаштування відтяжок і заземлення,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.25,95.0,403.75,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.408,95.0,1178.76,False
34-3-1,Монтаж станційного обладнання зв'язку,компл,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
34-3-2,Монтаж обладнання радіомовлення,компл,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
34-3-2,Монтаж обладнання радіомовлення,компл,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
34-3-2,Монтаж обладнання радіомовлення,компл,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
34-3-2,Монтаж обладнання радіомовлення,компл,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
34-3-2,Монтаж обладнання радіомовлення,компл,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.108,95.0,1055.26,False
34-3-2,Монтаж обладнання радіомовлення,компл,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
34-3-3,Монтаж обладнання телебачення,компл,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
34-3-3,Монтаж обладнання телебачення,компл,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
34-3-3,Монтаж обладнання телебачення,компл,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
34-3-3,Монтаж обладнання телебачення,компл,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
34-3-3,Монтаж обладнання телебачення,компл,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,10.134,95.0,962.73,False
34-3-3,Монтаж обладнання телебачення,компл,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
35-1-1,Проходка горизонтальних виробок,м3 / м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-1-1,Проходка горизонтальних виробок,м3 / м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.976,95.0,282.72,False
35-1-2,Проходка похилих виробок,м3 / м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-1-2,Проходка похилих виробок,м3 / м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.702,95.0,256.69,False
35-1-3,Проходка вертикальних стволів,м3 / м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-1-3,Проходка вертикальних стволів,м3 / м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.406,95.0,323.57,False
35-2-1,Кріплення дерев'яне,м,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,False
35-2-1,Кріплення дерев'яне,м,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,False
35-2-1,Кріплення дерев'яне,м,матеріал,С158-1,Антисептик,л,1.5,80,120.0,False
35-2-1,Кріплення дерев'яне,м,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,8.033,95.0,763.13,False
35-2-2,Кріплення металеве арочне,м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-2-2,Кріплення металеве арочне,м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.465,95.0,329.18,False
35-2-3,Кріплення анкерне,м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-2-3,Кріплення анкерне,м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.701,95.0,256.6,False
35-2-4,Торкрет-бетонне кріплення,м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-2-4,Торкрет-бетонне кріплення,м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.11,95.0,295.45,False
35-3-1,Водовідлив,компл,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
35-3-1,Водовідлив,компл,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.672,95.0,253.84,False
35-3-2,Вентиляція виробок,компл,матеріал,С202-m,Повітроводи оцинковані,м2,1.05,280,294.0,False
35-3-2,Вентиляція виробок,компл,матеріал,С203-m,"Фланці, ущільнення, кріплення",компл,1.0,120,120.0,False
35-3-2,Вентиляція виробок,компл,труд_робітників,Т1,"Труд робітників, розряд 3.9",люд.-год,3.177,95.0,301.81,False
35-3-3,Транспортування породи,компл,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
35-3-3,Транспортування породи,компл,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
35-3-3,Транспортування породи,компл,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
35-3-3,Транспортування породи,компл,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.545,95.0,336.77,False
36-1-1,Відсипання гребель із ґрунту,1000 м3,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
36-1-1,Відсипання гребель із ґрунту,1000 м3,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.458,95.0,328.51,False
36-1-2,Улаштування дамб,1000 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
36-1-2,Улаштування дамб,1000 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
36-1-2,Улаштування дамб,1000 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
36-1-2,Улаштування дамб,1000 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.655,95.0,347.22,False
36-1-3,Улаштування каналів у земляному руслі,1000 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
36-1-3,Улаштування каналів у земляному руслі,1000 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
36-1-3,Улаштування каналів у земляному руслі,1000 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
36-1-3,Улаштування каналів у земляному руслі,1000 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.953,95.0,375.53,False
36-2-1,Пошарове ущільнення насипів,1000 м3 / 1000 м2,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,False
36-2-1,Пошарове ущільнення насипів,1000 м3 / 1000 м2,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,False
36-2-1,Пошарове ущільнення насипів,1000 м3 / 1000 м2,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,False
36-2-1,Пошарове ущільнення насипів,1000 м3 / 1000 м2,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,9.306,95.0,884.07,False
36-2-1,Пошарове ущільнення насипів,1000 м3 / 1000 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,False
36-2-2,Улаштування глиняних екранів,1000 м3 / 1000 м2,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
36-2-2,Улаштування глиняних екранів,1000 м3 / 1000 м2,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
36-2-2,Улаштування глиняних екранів,1000 м3 / 1000 м2,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
36-2-2,Улаштування глиняних екранів,1000 м3 / 1000 м2,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.53,95.0,335.35,False
36-2-3,Улаштування протифільтраційних завіс,1000 м3 / 1000 м2,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
36-2-3,Улаштування протифільтраційних завіс,1000 м3 / 1000 м2,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
36-2-3,Улаштування протифільтраційних завіс,1000 м3 / 1000 м2,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
36-2-3,Улаштування протифільтраційних завіс,1000 м3 / 1000 м2,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.803,95.0,361.28,False
36-3-1,Кріплення укосів каменем,1000 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
36-3-1,Кріплення укосів каменем,1000 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.206,95.0,304.57,False
36-3-2,Кріплення укосів залізобетонними плитами,1000 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,False
36-3-2,Кріплення укосів залізобетонними плитами,1000 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.199,95.0,303.9,False
36-3-3,Одерновування укосів,1000 м2,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
36-3-3,Одерновування укосів,1000 м2,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
36-3-3,Одерновування укосів,1000 м2,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
36-3-3,Одерновування укосів,1000 м2,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.834,95.0,364.23,False
37-1-1,Улаштування бетонних масивів гребель,100 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
37-1-1,Улаштування бетонних масивів гребель,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
37-1-1,Улаштування бетонних масивів гребель,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
37-1-1,Улаштування бетонних масивів гребель,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.969,95.0,377.06,False
37-1-2,Улаштування залізобетонних стінок набережних,100 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
37-1-2,Улаштування залізобетонних стінок набережних,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
37-1-2,Улаштування залізобетонних стінок набережних,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
37-1-2,Улаштування залізобетонних стінок набережних,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.554,95.0,337.63,False
37-1-3,Улаштування водоскидних споруд,100 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
37-1-3,Улаштування водоскидних споруд,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
37-1-3,Улаштування водоскидних споруд,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
37-1-3,Улаштування водоскидних споруд,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.184,95.0,397.48,False
37-2-1,Армування масивних конструкцій,т / 100 м2,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,False
37-2-1,Армування масивних конструкцій,т / 100 м2,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,False
37-2-1,Армування масивних конструкцій,т / 100 м2,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,False
37-2-1,Армування масивних конструкцій,т / 100 м2,матеріал,С121-1,Вода,м3,0.2,40,8.0,False
37-2-1,Армування масивних конструкцій,т / 100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.627,95.0,724.56,False
37-2-1,Армування масивних конструкцій,т / 100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,False
37-2-2,Установлення опалубки гідротехнічної,т / 100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,False
37-2-2,Установлення опалубки гідротехнічної,т / 100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,False
37-2-2,Установлення опалубки гідротехнічної,т / 100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,False
37-2-2,Установлення опалубки гідротехнічної,т / 100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,12.607,95.0,1197.66,False
37-3-1,Улаштування деформаційних швів,100 м,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
37-3-1,Улаштування деформаційних швів,100 м,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
37-3-1,Улаштування деформаційних швів,100 м,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
37-3-1,Улаштування деформаційних швів,100 м,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.902,95.0,370.69,False
37-3-2,Улаштування водоупорних шпонок,100 м,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
37-3-2,Улаштування водоупорних шпонок,100 м,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
37-3-2,Улаштування водоупорних шпонок,100 м,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
37-3-2,Улаштування водоупорних шпонок,100 м,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.343,95.0,412.58,False
38-1-1,Мурування підпірних стінок із каменю,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,False
38-1-1,Мурування підпірних стінок із каменю,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,410.0,12,4920.0,False
38-1-1,Мурування підпірних стінок із каменю,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,False
38-1-1,Мурування підпірних стінок із каменю,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,False
38-1-1,Мурування підпірних стінок із каменю,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.6,95.0,532.0,False
38-1-1,Мурування підпірних стінок із каменю,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,False
38-1-2,Мурування оголовків водопропускних споруд,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,False
38-1-2,Мурування оголовків водопропускних споруд,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,400.11,12,4801.32,False
38-1-2,Мурування оголовків водопропускних споруд,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,False
38-1-2,Мурування оголовків водопропускних споруд,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,False
38-1-2,Мурування оголовків водопропускних споруд,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.809,95.0,456.86,False
38-1-2,Мурування оголовків водопропускних споруд,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,False
38-1-3,Улаштування кам'яних відсипок,м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,False
38-1-3,Улаштування кам'яних відсипок,м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,False
38-1-3,Улаштування кам'яних відсипок,м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,False
38-1-3,Улаштування кам'яних відсипок,м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.404,95.0,418.38,False
38-2-1,Облицювання укосів каменем,100 м2,матеріал,С180-1,Плитка облицювальна,м2,105,380,39900,False
38-2-1,Облицювання укосів каменем,100 м2,матеріал,С168-1,Клей плитковий,кг,550,14,7700,False
38-2-1,Облицювання укосів каменем,100 м2,матеріал,С169-1,Затирка,кг,60,45,2700,False
38-2-1,Облицювання укосів каменем,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.9",люд.-год,166.983,95.0,15863.39,False
38-2-2,Облицювання стінок набережних,100 м2,матеріал,С180-1,Плитка облицювальна,м2,105,380,39900,False
38-2-2,Облицювання стінок набережних,100 м2,матеріал,С168-1,Клей плитковий,кг,550,14,7700,False
38-2-2,Облицювання стінок набережних,100 м2,матеріал,С169-1,Затирка,кг,60,45,2700,False
38-2-2,Облицювання стінок набережних,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.9",люд.-год,177.751,95.0,16886.35,False
39-1-1,Монтаж затворів плоских,т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
39-1-1,Монтаж затворів плоских,т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
39-1-1,Монтаж затворів плоских,т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
39-1-1,Монтаж затворів плоских,т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
39-1-1,Монтаж затворів плоских,т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,13.963,95.0,1326.48,False
39-1-1,Монтаж затворів плоских,т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
39-1-2,Монтаж затворів сегментних,т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
39-1-2,Монтаж затворів сегментних,т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
39-1-2,Монтаж затворів сегментних,т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
39-1-2,Монтаж затворів сегментних,т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
39-1-2,Монтаж затворів сегментних,т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,13.155,95.0,1249.72,False
39-1-2,Монтаж затворів сегментних,т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
