shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
16-3-1,Установлення вентилів і кранів діаметром до 25 мм,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
16-3-1,Установлення вентилів і кранів діаметром до 25 мм,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.351,95.0,223.34,True
16-3-2,Установлення вентилів і кранів діаметром до 50 мм,шт,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,1.05,120,126.0,True
16-3-2,Установлення вентилів і кранів діаметром до 50 мм,шт,матеріал,С194-1,Фітинги та арматура,компл,1.0,350,350.0,True
16-3-2,Установлення вентилів і кранів діаметром до 50 мм,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
16-3-2,Установлення вентилів і кранів діаметром до 50 мм,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.399,95.0,227.91,True
16-3-3,Гідравлічне випробування трубопроводів,100 м,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
16-3-3,Гідравлічне випробування трубопроводів,100 м,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
16-3-3,Гідравлічне випробування трубопроводів,100 м,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
16-3-3,Гідравлічне випробування трубопроводів,100 м,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.96,95.0,376.2,True
17-1-1,Установлення умивальників,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-1,Установлення умивальників,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-1,Установлення умивальників,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-1,Установлення умивальників,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.865,95.0,367.18,True
17-1-2,Установлення мийок,шт,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,1.05,120,126.0,True
17-1-2,Установлення мийок,шт,матеріал,С194-1,Фітинги та арматура,компл,1.0,350,350.0,True
17-1-2,Установлення мийок,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
17-1-2,Установлення мийок,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.271,95.0,215.75,True
17-1-3,Установлення унітазів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-3,Установлення унітазів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-3,Установлення унітазів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-3,Установлення унітазів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.266,95.0,405.27,True
17-1-4,Установлення ванн,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-4,Установлення ванн,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-4,Установлення ванн,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-4,Установлення ванн,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.403,95.0,418.28,True
17-1-5,Установлення душових піддонів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-5,Установлення душових піддонів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-5,Установлення душових піддонів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-5,Установлення душових піддонів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.267,95.0,405.37,True
17-1-6,Установлення змішувачів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-6,Установлення змішувачів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-6,Установлення змішувачів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-6,Установлення змішувачів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.911,95.0,371.55,True
17-1-7,Установлення пісуарів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-7,Установлення пісуарів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-7,Установлення пісуарів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-7,Установлення пісуарів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.086,95.0,388.17,True
17-1-8,Установлення біде,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-1-8,Установлення біде,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-1-8,Установлення біде,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-1-8,Установлення біде,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.01,95.0,380.95,True
17-1-9,Установлення трапів підлогових,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
17-1-9,Установлення трапів підлогових,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
17-1-9,Установлення трапів підлогових,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
17-1-9,Установлення трапів підлогових,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.605,95.0,152.47,True
17-2-1,Прокладання труб каналізаційних чавунних діаметром 50 мм,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
17-2-1,Прокладання труб каналізаційних чавунних діаметром 50 мм,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
17-2-1,Прокладання труб каналізаційних чавунних діаметром 50 мм,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
17-2-1,Прокладання труб каналізаційних чавунних діаметром 50 мм,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,180.872,95.0,17182.84,True
17-2-2,Прокладання труб каналізаційних чавунних діаметром 100 мм,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
17-2-2,Прокладання труб каналізаційних чавунних діаметром 100 мм,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
17-2-2,Прокладання труб каналізаційних чавунних діаметром 100 мм,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
17-2-2,Прокладання труб каналізаційних чавунних діаметром 100 мм,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,188.451,95.0,17902.85,True
17-2-3,Прокладання труб каналізаційних ПВХ діаметром 50 мм,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
17-2-3,Прокладання труб каналізаційних ПВХ діаметром 50 мм,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
17-2-3,Прокладання труб каналізаційних ПВХ діаметром 50 мм,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
17-2-3,Прокладання труб каналізаційних ПВХ діаметром 50 мм,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,170.71,95.0,16217.45,True
17-2-4,Прокладання труб каналізаційних ПВХ діаметром 110 мм,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
17-2-4,Прокладання труб каналізаційних ПВХ діаметром 110 мм,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
17-2-4,Прокладання труб каналізаційних ПВХ діаметром 110 мм,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
17-2-4,Прокладання труб каналізаційних ПВХ діаметром 110 мм,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,181.18,95.0,17212.1,True
17-3-1,Установлення водолічильників,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-3-1,Установлення водолічильників,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-3-1,Установлення водолічильників,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-3-1,Установлення водолічильників,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.085,95.0,388.07,True
17-3-2,Установлення насосів підвищення тиску,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
17-3-2,Установлення насосів підвищення тиску,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
17-3-2,Установлення насосів підвищення тиску,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
17-3-2,Установлення насосів підвищення тиску,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.401,95.0,418.09,True
17-3-3,Установлення водонагрівачів ємнісних,шт,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,1.05,120,126.0,True
17-3-3,Установлення водонагрівачів ємнісних,шт,матеріал,С194-1,Фітинги та арматура,компл,1.0,350,350.0,True
17-3-3,Установлення водонагрівачів ємнісних,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
17-3-3,Установлення водонагрівачів ємнісних,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.292,95.0,217.74,True
18-1-1,Установлення радіаторів секційних,кВт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
18-1-1,Установлення радіаторів секційних,кВт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
18-1-1,Установлення радіаторів секційних,кВт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
18-1-1,Установлення радіаторів секційних,кВт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.493,95.0,426.84,True
18-1-2,Установлення радіаторів панельних,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
18-1-2,Установлення радіаторів панельних,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
18-1-2,Установлення радіаторів панельних,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
18-1-2,Установлення радіаторів панельних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.449,95.0,422.65,True
18-1-3,Установлення конвекторів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
18-1-3,Установлення конвекторів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
18-1-3,Установлення конвекторів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
18-1-3,Установлення конвекторів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.362,95.0,414.39,True
18-1-4,Установлення рушникосушарок,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
18-1-4,Установлення рушникосушарок,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
18-1-4,Установлення рушникосушарок,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
18-1-4,Установлення рушникосушарок,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.726,95.0,353.97,True
18-2-1,Установлення котлів опалювальних настінних,шт,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,1.05,120,126.0,True
18-2-1,Установлення котлів опалювальних настінних,шт,матеріал,С194-1,Фітинги та арматура,компл,1.0,350,350.0,True
18-2-1,Установлення котлів опалювальних настінних,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
18-2-1,Установлення котлів опалювальних настінних,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.189,95.0,207.96,True
18-2-2,Установлення котлів опалювальних підлогових,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
18-2-2,Установлення котлів опалювальних підлогових,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
18-2-2,Установлення котлів опалювальних підлогових,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
18-2-2,Установлення котлів опалювальних підлогових,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.821,95.0,173.0,True
18-2-3,Установлення розширювальних баків,шт,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,1.05,120,126.0,True
18-2-3,Установлення розширювальних баків,шт,матеріал,С194-1,Фітинги та арматура,компл,1.0,350,350.0,True
18-2-3,Установлення розширювальних баків,шт,матеріал,С195-1,Кріплення / ізоляція,компл,1.0,90,90.0,True
18-2-3,Установлення розширювальних баків,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,2.39,95.0,227.05,True
18-2-4,Установлення циркуляційних насосів,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
18-2-4,Установлення циркуляційних насосів,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
18-2-4,Установлення циркуляційних насосів,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
18-2-4,Установлення циркуляційних насосів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.545,95.0,336.77,True
18-3-1,Прокладання трубопроводів опалення сталевих,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
18-3-1,Прокладання трубопроводів опалення сталевих,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
18-3-1,Прокладання трубопроводів опалення сталевих,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
18-3-1,Прокладання трубопроводів опалення сталевих,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,185.215,95.0,17595.42,True
18-3-2,Прокладання трубопроводів опалення полімерних,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
18-3-2,Прокладання трубопроводів опалення полімерних,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
18-3-2,Прокладання трубопроводів опалення полімерних,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
18-3-2,Прокладання трубопроводів опалення полімерних,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,198.397,95.0,18847.72,True
18-3-3,Улаштування системи «тепла підлога»,100 м2,матеріал,С167-1,Плитка керамічна / керамограніт,м2,105,420,44100,True
18-3-3,Улаштування системи «тепла підлога»,100 м2,матеріал,С168-1,Клей плитковий,кг,500,14,7000,True
18-3-3,Улаштування системи «тепла підлога»,100 м2,матеріал,С169-1,Затирка,кг,50,45,2250,True
18-3-3,Улаштування системи «тепла підлога»,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,143.604,95.0,13642.38,True
20-1-1,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,5 мм",100 м2,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
20-1-1,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,5 мм",100 м2,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
20-1-1,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,5 мм",100 м2,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
20-1-1,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,5 мм",100 м2,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.517,95.0,334.12,True
20-1-2,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,7 мм",100 м2,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
20-1-2,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,7 мм",100 м2,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
20-1-2,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,7 мм",100 м2,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
20-1-2,"Улаштування повітроводів з оцинкованої сталі товщиною до 0,7 мм",100 м2,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.41,95.0,418.95,True
20-1-3,Улаштування повітроводів гнучких,100 м,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
20-1-3,Улаштування повітроводів гнучких,100 м,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
20-1-3,Улаштування повітроводів гнучких,100 м,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
20-1-3,Улаштування повітроводів гнучких,100 м,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.647,95.0,346.46,True
20-2-1,Установлення вентиляторів осьових,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
20-2-1,Установлення вентиляторів осьових,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
20-2-1,Установлення вентиляторів осьових,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,8.496,95.0,807.12,True
20-2-2,Установлення вентиляторів радіальних,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
20-2-2,Установлення вентиляторів радіальних,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
20-2-2,Установлення вентиляторів радіальних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,8.713,95.0,827.73,True
20-2-3,Установлення припливно-витяжних установок,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
20-2-3,Установлення припливно-витяжних установок,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
20-2-3,Установлення припливно-витяжних установок,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,9.789,95.0,929.95,True
20-2-4,Установлення решіток і дифузорів,шт,матеріал,С202-m,Повітроводи оцинковані,м2,1.05,280,294.0,True
20-2-4,Установлення решіток і дифузорів,шт,матеріал,С203-m,"Фланці, ущільнення, кріплення",компл,1.0,120,120.0,True
20-2-4,Установлення решіток і дифузорів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.9",люд.-год,3.008,95.0,285.76,True
20-3-1,Установлення спліт-систем побутових,шт,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
20-3-1,Установлення спліт-систем побутових,шт,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
20-3-1,Установлення спліт-систем побутових,шт,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
20-3-1,Установлення спліт-систем побутових,шт,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,5.983,95.0,568.38,True
20-3-1,Установлення спліт-систем побутових,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
20-3-2,Установлення мультиспліт-систем,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
20-3-2,Установлення мультиспліт-систем,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
20-3-2,Установлення мультиспліт-систем,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,9.45,95.0,897.75,True
20-3-3,Установлення канальних кондиціонерів,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
20-3-3,Установлення канальних кондиціонерів,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
20-3-3,Установлення канальних кондиціонерів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,8.537,95.0,811.02,True
21-1-1,Прокладання кабелів у штробах і трубах,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
21-1-1,Прокладання кабелів у штробах і трубах,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
21-1-1,Прокладання кабелів у штробах і трубах,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
21-1-1,Прокладання кабелів у штробах і трубах,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,195.436,95.0,18566.42,True
21-1-2,Прокладання кабелів у коробах,100 м,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-1-2,Прокладання кабелів у коробах,100 м,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-1-2,Прокладання кабелів у коробах,100 м,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-1-2,Прокладання кабелів у коробах,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,129.283,95.0,12281.88,True
21-1-3,Прокладання кабелів відкрито по конструкціях,100 м,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-1-3,Прокладання кабелів відкрито по конструкціях,100 м,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-1-3,Прокладання кабелів відкрито по конструкціях,100 м,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-1-3,Прокладання кабелів відкрито по конструкціях,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,121.72,95.0,11563.4,True
21-1-4,Прокладання кабелів у землі,100 м,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-1-4,Прокладання кабелів у землі,100 м,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-1-4,Прокладання кабелів у землі,100 м,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-1-4,Прокладання кабелів у землі,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,116.895,95.0,11105.02,True
21-1-5,Прокладання кабелів у лотках,100 м,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-1-5,Прокладання кабелів у лотках,100 м,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-1-5,Прокладання кабелів у лотках,100 м,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-1-5,Прокладання кабелів у лотках,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,128.479,95.0,12205.51,True
21-1-6,Прокладання проводів у трубах ПВХ,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
21-1-6,Прокладання проводів у трубах ПВХ,100 м,матеріал,С194-1,Фітинги та арматура,компл,100,350,35000,True
21-1-6,Прокладання проводів у трубах ПВХ,100 м,матеріал,С195-1,Кріплення / ізоляція,компл,100,90,9000,True
21-1-6,Прокладання проводів у трубах ПВХ,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,186.602,95.0,17727.19,True
21-2-1,Установлення вимикачів і перемикачів,100 шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,100,350,35000,True
21-2-1,Установлення вимикачів і перемикачів,100 шт,матеріал,С211-m,"Клемники, кріплення",компл,100,40,4000,True
21-2-1,Установлення вимикачів і перемикачів,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,104.861,95.0,9961.8,True
21-2-2,Установлення розеток,100 шт,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-2-2,Установлення розеток,100 шт,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-2-2,Установлення розеток,100 шт,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-2-2,Установлення розеток,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,130.305,95.0,12378.98,True
21-2-3,Установлення розподільних коробок,100 шт,матеріал,С214-m,Кабель / провід силовий,м,105,55,5775,True
21-2-3,Установлення розподільних коробок,100 шт,матеріал,С215-m,Труба/короб/гофра,м,105,18,1890,True
21-2-3,Установлення розподільних коробок,100 шт,матеріал,С216-m,Кріплення,компл,100,25,2500,True
21-2-3,Установлення розподільних коробок,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,120.358,95.0,11434.01,True
21-3-1,Установлення світильників настінних і стельових,100 шт,матеріал,С186-1,Каркас / комплектуючі стелі,м2,105,250,26250,True
21-3-1,Установлення світильників настінних і стельових,100 шт,матеріал,С187-1,Плити / полотно стелі,м2,105,200,21000,True
21-3-1,Установлення світильників настінних і стельових,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.7",люд.-год,122.817,95.0,11667.61,True
21-3-2,Установлення світильників вбудованих,100 шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,100,350,35000,True
21-3-2,Установлення світильників вбудованих,100 шт,матеріал,С211-m,"Клемники, кріплення",компл,100,40,4000,True
21-3-2,Установлення світильників вбудованих,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,103.818,95.0,9862.71,True
21-3-3,Установлення світильників зовнішнього освітлення,100 шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,100,350,35000,True
21-3-3,Установлення світильників зовнішнього освітлення,100 шт,матеріал,С211-m,"Клемники, кріплення",компл,100,40,4000,True
21-3-3,Установлення світильників зовнішнього освітлення,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,97.43,95.0,9255.85,True
21-4-1,Установлення щитів розподільних до 24 модулів,шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,1.0,350,350.0,True
21-4-1,Установлення щитів розподільних до 24 модулів,шт,матеріал,С211-m,"Клемники, кріплення",компл,1.0,40,40.0,True
21-4-1,Установлення щитів розподільних до 24 модулів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.37,95.0,130.15,True
21-4-2,Установлення щитів розподільних понад 24 модулі,шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,1.0,350,350.0,True
21-4-2,Установлення щитів розподільних понад 24 модулі,шт,матеріал,С211-m,"Клемники, кріплення",компл,1.0,40,40.0,True
21-4-2,Установлення щитів розподільних понад 24 модулі,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.354,95.0,128.63,True
21-4-3,Установлення лічильників електроенергії,шт,матеріал,С210-m,Виріб електроустановочний / щит / світильник,шт,1.0,350,350.0,True
21-4-3,Установлення лічильників електроенергії,шт,матеріал,С211-m,"Клемники, кріплення",компл,1.0,40,40.0,True
21-4-3,Установлення лічильників електроенергії,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.368,95.0,129.96,True
21-4-4,Улаштування контуру заземлення,шт,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
21-4-4,Улаштування контуру заземлення,шт,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
21-4-4,Улаштування контуру заземлення,шт,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
21-4-4,Улаштування контуру заземлення,шт,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.155,95.0,394.73,True
22-1-1,Укладання труб поліетиленових діаметром до 110 мм,100 м,матеріал,С193-1,Труби (сталь/ППР/ПВХ/ПЕ),м,105,120,12600,True
